id,Name,Address,Location,Postal_code,Starred
3971,"HELLS KITCHEN CAFE/HK LOUNGE"," 5239 AVENUE",MANHATTAN,10018,FALSE
3972,"THE HOG PIT NEW YORK CITY"," 37WEST   26 STREET",MANHATTAN,10010,FALSE
3973,SUBWAY," 86GUYON AVE","STATEN ISLAND",10306,FALSE
3974,"PO RESTAURANT"," 31CORNELIA STREET",MANHATTAN,10014,FALSE
3975,"VOSGES HAUT-CHOCOLAT"," 126132SPRING STREET",MANHATTAN,10012,FALSE
3976,"LENOX SAPHIRE"," 341LENOX AVENUE",MANHATTAN,10027,FALSE
3977,"BEECHER'S HANDMADE CHEESE"," 900BROADWAY",MANHATTAN,10003,FALSE
3978,"OSTERIA SERAFINA"," 38EAST   58 STREET",MANHATTAN,10022,FALSE
3979,SLAINTE," 304BOWERY",MANHATTAN,10012,FALSE
3980,"LA NUEVA ESPANA RESTAURANT"," 606W 207TH ST",MANHATTAN,10034,FALSE
3981,"JOE: THE ART OF COFFEE"," 405WEST   23 STREET",MANHATTAN,10011,FALSE
3982,"DUNKIN' DONUTS"," 139CENTRE STREET",MANHATTAN,10013,FALSE
3983,"XI'AN FAMOUS FOODS"," 38E 23RD ST",MANHATTAN,10010,FALSE
3984,"RUSSIAN VODKA ROOM"," 265WEST   52 STREET",MANHATTAN,10019,FALSE
3985,STARBUCKS," 230PARK AVENUE",MANHATTAN,10017,FALSE
3986,"COOPER TOWN DINER"," 3391 AVENUE",MANHATTAN,10003,FALSE
3987,"OLIVA GOURMET / 225 BISTRO"," 225BROADWAY",MANHATTAN,10007,FALSE
3988,DOMINO'S," 3624BROADWAY",MANHATTAN,10031,FALSE
3989,"HUNAN CHEN'S KITCHEN"," 1003COLUMBUS AVE",MANHATTAN,10025,FALSE
3990,"MON CHER MARKET"," 339BROADWAY",MANHATTAN,10013,FALSE
3991,YAMA," 308EAST   49 STREET",MANHATTAN,10017,FALSE
3992,"AI FIORI"," 4005 AVENUE",MANHATTAN,10018,FALSE
3993,"EDO SUSHI TERIYAKI NOODLE"," 9EAST   17 STREET",MANHATTAN,10003,FALSE
3994,"THE HOUSE IN GRAMERCY PARK"," 121E. 17th ST.",MANHATTAN,10003,FALSE
3995,"BREAD & BUTTER"," 3035TH AVE",MANHATTAN,10016,FALSE
3996,"PARK AVENUE WINTER"," 360PARK AVENUE SOUTH",MANHATTAN,10010,FALSE
3997,DANJI," 346WEST   52 STREET",MANHATTAN,10019,FALSE
3998,"THE BEST $1.00 PIZZA"," 171WEST   23 STREET",MANHATTAN,10011,FALSE
3999,"DEVON & BLAKELY"," 250PARK AVENUE",MANHATTAN,10003,FALSE
4000,PIACERE," 351BROOME STREET",MANHATTAN,10013,FALSE
4001,"BANGKOK GRAND PALACE"," 882FIRST AVENUE",MANHATTAN,10022,FALSE
4002,"FRIARS NATIONAL ASSOC."," 57EAST   55 STREET",MANHATTAN,10022,FALSE
4003,"ABACE SUSHI"," 6959TH AVE",MANHATTAN,10036,FALSE
4004,BERKELEY," 437MADISON AVENUE",MANHATTAN,10022,FALSE
4005,ROSSOPOMODORO," 118GREENWICH AVE",MANHATTAN,10011,FALSE
4006,"LIBRETTO'S PIZZERIA"," 5463 AVENUE",MANHATTAN,10016,FALSE
4007,"TRATTORIA PESCHE PASTA"," 262BLEECKER ST BSMT &1/FL",MANHATTAN,10014,FALSE
4008,"LE MIDI BISTRO"," 11EAST   13 STREET",MANHATTAN,10003,FALSE
4009,"NEW 888 CHINA EXPRESS"," 88E. BROADWAY",MANHATTAN,10002,FALSE
4010,"DISIAC LOUNGE"," 400 1/2WEST   54 STREET",MANHATTAN,10019,FALSE
4011,"DELMONICO'S KITCHEN"," 207WEST   36 STREET",MANHATTAN,10018,FALSE
4012,"CARRY ON TEA & SYMPATHY"," 110GREENWICH AVENUE",MANHATTAN,10011,FALSE
4013,"ARTE RESTAURANT"," 21EAST    9 STREET",MANHATTAN,10003,FALSE
4014,"SOOKK THAI RESTAURANT"," 2686BROADWAY",MANHATTAN,10025,FALSE
4015,"ARCO CAFE"," 886AMSTERDAM AVE",MANHATTAN,10025,FALSE
4016,BARCADE," 6SAINT MARKS PL",MANHATTAN,10003,FALSE
4017,"ARBOR BISTRO"," 226WEST HOUSTON STREET",MANHATTAN,10014,FALSE
4018,"MUSTANG HARRY'S"," 352SEVENTH AVENUE",MANHATTAN,10001,FALSE
4019,ODESSA," 119AVENUE A",MANHATTAN,10009,FALSE
4020,"ELEPHANT & CASTLE"," 68GREENWICH AVENUE",MANHATTAN,10011,FALSE
4021,"A ASO SUSHI"," 11031 AVENUE",MANHATTAN,10065,FALSE
4022,"HARRY'S ITALIAN"," 2GOLD STREET",MANHATTAN,10038,FALSE
4023,"ROSA MEXICANO"," 9EAST   18 STREET",MANHATTAN,10003,FALSE
4024,"AFRICAN AMERICAN BEST FOOD"," 410LENOX AVENUE",MANHATTAN,10037,FALSE
4025,"BURGER KING"," 154E 116TH ST",MANHATTAN,10029,FALSE
4026,TAPPO," 49WEST   24 STREET",MANHATTAN,10010,FALSE
4027,ALEO," 7WEST   20 STREET",MANHATTAN,10011,FALSE
4028,"CHEZ ALAIN RESTAURAUNT"," 20467TH AVE",MANHATTAN,10027,FALSE
4029,"THE MANSFIELD HOTEL"," 12W 44TH ST",MANHATTAN,10036,FALSE
4030,"CHIPOTLE MEXICAN GRILL"," 2345TH AVE",MANHATTAN,10001,FALSE
4031,"CAFE 53"," 1301AVENUE OF THE AMERICAS",MANHATTAN,10019,FALSE
4032,"IRON SUSHI"," 355EAST   78 STREET",MANHATTAN,10075,FALSE
4033,"INDIAN TANDOOR OVEN"," 175EAST   83 STREET",MANHATTAN,10028,FALSE
4034,"GOLDEN STEAMER"," 143MOTT STREET",MANHATTAN,10013,FALSE
4035,SUBWAY," 28WATER ST",MANHATTAN,10004,FALSE
4036,"CHEF 28"," 29E 28TH ST",MANHATTAN,10016,FALSE
4037,"THE UNIVERSITY CLUB"," 1WEST   54 STREET",MANHATTAN,10019,FALSE
4038,"KABOOZ'S BAR & GRILLE"," 0AMTRAK LEVEL",MANHATTAN,10001,FALSE
4039,"TASTE GOOD RESTAURANT"," 18WEST 25TH STREET",MANHATTAN,10010,FALSE
4040,"SERAFINA AT TIME HOTEL"," 224WEST 49 STREET",MANHATTAN,10019,FALSE
4041,"SESSION 73"," 13591 AVENUE",MANHATTAN,10021,FALSE
4042,INTERMEZZO," 2028 AVENUE",MANHATTAN,10011,FALSE
4043,BLACKWELLS," 150E 47TH ST",MANHATTAN,10017,FALSE
4044,"LE POISSON ROUGE"," 158BLEECKER STREET",MANHATTAN,10012,FALSE
4045,"TIO LUCA"," 421MALCOLM X BLVD",MANHATTAN,10037,FALSE
4046,"THE TRUSTEES OF COLUMBIA IN THE CITY OF NY"," 533W 218TH ST",MANHATTAN,10034,FALSE
4047,"NHA-TRANG CENTRE VIETNAM RESTAURANT"," 148CENTRE STREET",MANHATTAN,10013,FALSE
4048,MIKAKU," 85KENMARE ST",MANHATTAN,10012,FALSE
4049,FRANCHIA," 12PARK AVENUE",MANHATTAN,10016,FALSE
4050,"RAMEN THUKPA"," 707 AVENUE SOUTH",MANHATTAN,10014,FALSE
4051,"CENTRAL MARKET NEW YORK"," 23VANDERBILT AVENUE",MANHATTAN,10017,FALSE
4052,"EMPIRE SZECHUAN NOODLE HOUSE"," 4041BROADWAY",MANHATTAN,10032,FALSE
4053,"LE DISTRICT"," 225LIBERTY ST",MANHATTAN,10281,FALSE
4054,"SEVILLA RESTAURANT"," 62CHARLES STREET",MANHATTAN,10014,FALSE
4055,"MIKE'S NOODLE HOUSE"," 80NASSAU STREET",MANHATTAN,10038,FALSE
4056,"MAMMA'S FAMOUS PIZZA & BURGERS"," 2345BROADWAY",MANHATTAN,10024,FALSE
4057,"A.N.Y. GRAND SICHUAN"," 307AMSTERDAM AVE",MANHATTAN,10023,FALSE
4058,"IL GNOCCHI RESTAURANT"," 118EAST  116 STREET",MANHATTAN,10029,FALSE
4059,"BOCCA DI BACCO"," 1679 AVENUE",MANHATTAN,10011,FALSE
4060,"CAFFE BENE"," 1611BROADWAY",MANHATTAN,10019,FALSE
4061,"MANHATTAN BRICK OVEN PIZZA & GRILL"," 11593RD AVE",MANHATTAN,10065,FALSE
4062,"KENNEDY CHICKEN & PIZZA"," 24092ND AVE",MANHATTAN,10035,FALSE
4063,"THE GREEK KITCHEN  CLINTON BAKERY CAFE"," 88910 AVENUE",MANHATTAN,10019,FALSE
4064,"PJ CARNEY'S"," 9067 AVENUE",MANHATTAN,10019,FALSE
4065,"BOSS TWEED'S SALOON"," 115ESSEX STREET",MANHATTAN,10002,FALSE
4066,"KAVA CAFE"," 803WASHINGTON STREET",MANHATTAN,10014,FALSE
4067,COCO," 156DELANCEY ST",MANHATTAN,10002,FALSE
4068,"FRIARS NATIONAL ASSOC."," 57EAST   55 STREET",MANHATTAN,10022,FALSE
4069,"NUMERO 28 PIZZERIA"," 2628CARMINE STREET",MANHATTAN,10014,FALSE
4070,"STROMBOLI PIZZA"," 83ST MARKS PLACE",MANHATTAN,10003,FALSE
4071,DTUT," 17442ND AVE",MANHATTAN,10128,FALSE
4072,"BAR 9"," 8079TH AVE",MANHATTAN,10019,FALSE
4073,"FOOLS GOLD"," 145E HOUSTON ST",MANHATTAN,10002,FALSE
4074,"RED STAR CHINESE RESTAURANT"," 2525ADAM CLAYTON POWELL JR BOULEVARD",MANHATTAN,10039,FALSE
4075,"TAJ II"," 48WEST   21 STREET",MANHATTAN,10010,FALSE
4076,"HAN DYNASTY"," 215W 85TH ST",MANHATTAN,10024,FALSE
4077,"PROTO PIZZA"," 502ND AVE",MANHATTAN,10003,FALSE
4078,"V {iv} Thai Restaurant & Bar"," 138EAST   34 STREET",MANHATTAN,10016,FALSE
4079,"Nomura cafeteria( 25 th floor)"," 309W 49 ST",MANHATTAN,10019,FALSE
4080,"AU BON PAIN"," 6258 AVENUE",MANHATTAN,10018,FALSE
4081,"COZMUEL TORTILLA"," 87710TH AVE",MANHATTAN,10019,FALSE
4082,"BLUE SMOKE"," 116EAST   27 STREET",MANHATTAN,10016,FALSE
4083,"BENITO ONE"," 174MULBERRY STREET",MANHATTAN,10013,FALSE
4084,"JACK DOYLES PUB & RESTAURANT"," 240WEST   35 STREET",MANHATTAN,10001,FALSE
4085,"HOTEL TORTUGA"," 246EAST   14 STREET",MANHATTAN,10003,FALSE
4086,"EL NUEVO AMANECER RESTAURANT"," 117STANTON STREET",MANHATTAN,10002,FALSE
4087,"MC SWIGGANS"," 3932 AVENUE",MANHATTAN,10010,FALSE
4088,"BUDDHA BODAI KOSHER VEGETARIAN RESTAURANT"," 77MULBERRY ST",MANHATTAN,10013,FALSE
4089,STARBUCKS," 3505TH AVE",MANHATTAN,10118,FALSE
4090,"CHANG LE XIN FAN ZHUANG"," 36ELDRIDGE STREET",MANHATTAN,10002,FALSE
4091,"KASHKAVAL GARDEN"," 8529 AVENUE",MANHATTAN,10019,FALSE
4092,"SOUTH BEACH RESTAURANT & BAR"," 1390SAINT NICHOLAS AVE",MANHATTAN,10033,FALSE
4093,"EARL OF SANDWICH"," 1290AVENUE OF THE AMERICAS",MANHATTAN,10104,FALSE
4094,"LATINO'S BAR & GRILL RESTAURANT"," 3864BROADWAY",MANHATTAN,10032,FALSE
4095,"THE W HOTEL BANQUETS"," 201PARK AVENUE SOUTH",MANHATTAN,10003,FALSE
4096,"SOMTUM DER"," 85AVENUE A",MANHATTAN,10009,FALSE
4097,"5 ESTRELLA BAKERY"," 3861BROADWAY",MANHATTAN,10032,FALSE
4098,"CAFFE REGGIO"," 119MAC DOUGAL STREET",MANHATTAN,10012,FALSE
4099,"NUM PANG SANDWICH SHOP"," 1129BROADWAY",MANHATTAN,10010,FALSE
4100,"BEN & JACKS STEAKHOUSE"," 2555 AVENUE",MANHATTAN,10016,FALSE
4101,"BROTHERS FISH MARKET"," 3845BROADWAY",MANHATTAN,10032,FALSE
4102,"OLIVE GARDEN"," 2TIMES SQUARE",MANHATTAN,10036,FALSE
4103,"PARIS BLUES"," 20217 AVENUE",MANHATTAN,10027,FALSE
4104,"DUNKIN' DONUTS"," 2CORTLANDT STREET",MANHATTAN,10007,FALSE
4105,"BRANDY'S PIANO BAR"," 235EAST   84 STREET",MANHATTAN,10028,FALSE
4106,"THE GRISLY PEAR"," 107MACDOUGAL STREET",MANHATTAN,10012,FALSE
4107,"CAFE ANGELIQUE"," 6870BLEECKER STREET",MANHATTAN,10012,FALSE
4108,"EL RANCHO BURRITOS"," 359WEST   45 STREET",MANHATTAN,10036,FALSE
4109,"HOMEFRONT DELI"," 41E 41ST ST",MANHATTAN,10017,FALSE
4110,"KOITO JAPANESE RESTAURANT"," 310EAST   93 STREET",MANHATTAN,10128,FALSE
4111,"THE BOIL"," 139CHRYSTIE STREET",MANHATTAN,10002,FALSE
4112,"BROTHERS FISH MARKET"," 3845BROADWAY",MANHATTAN,10032,FALSE
4113,"THAI PEPPERCORN"," 17501ST  AVE",MANHATTAN,10128,FALSE
4114,"PIZZA PLUS"," 22533RD AVE",MANHATTAN,10035,FALSE
4115,"SQUIRE DINER"," 80BEEKMAN STREET",MANHATTAN,10038,FALSE
4116,"LA COLOMBE TORREFACTION"," 319CHURCH STREET",MANHATTAN,10013,FALSE
4117,TURCO," 6049TH AVE",MANHATTAN,10036,FALSE
4118,GROM," 233BLEECKER STREET",MANHATTAN,10014,FALSE
4119,"KATSUHAMA 47"," 11EAST 47 STREET",MANHATTAN,10017,FALSE
4120,"ORIGINAL RAY'S PIZZA"," 811LEXINGTON AVENUE",MANHATTAN,10065,FALSE
4121,"NIAGARA/ LOVERS OF TODAY/ CABIN DOWN BELOW"," 112AVENUE A",MANHATTAN,10009,FALSE
4122,"IRON SUSHI"," 355EAST   78 STREET",MANHATTAN,10075,FALSE
4123,"INDIGO INDIAN BISTRO"," 283COLUMBUS AVENUE",MANHATTAN,10023,FALSE
4124,IHOP," 22902298ADAM CLAYTON POWELL JR BOULEVARD",MANHATTAN,10030,FALSE
4125,MCDONALD'S," 9663 AVENUE",MANHATTAN,10022,FALSE
4126,"LA RIPAILLE RESTAURANT"," 605HUDSON STREET",MANHATTAN,10014,FALSE
4127,"BLEEKER STREET PIZZA"," 697 AVENUE SOUTH",MANHATTAN,10014,FALSE
4128,"LILLIE'S RESTAURANT"," 13EAST   17 STREET",MANHATTAN,10003,FALSE
4129,"A.N.Y. GRAND SICHUAN"," 307AMSTERDAM AVE",MANHATTAN,10023,FALSE
4130,GG's," 511E 5TH ST",MANHATTAN,10009,FALSE
4131,"BURGER ONE NYC"," 1150LEXINGTON AVENUE",MANHATTAN,10075,FALSE
4132,BOCCA," 135WEST   50 STREET",MANHATTAN,10020,FALSE
4133,"HUNGARIAN PASTRY SHOP"," 1030AMSTERDAM AVENUE",MANHATTAN,10025,FALSE
4134,"DON PEPIS DELICATESSEN"," 0AMTRAK LEVEL",MANHATTAN,10001,FALSE
4135,"JACQUES 1534"," 20PRINCE STREET",MANHATTAN,10012,FALSE
4136,"THREE STAR DINER"," 14621 AVENUE",MANHATTAN,10075,FALSE
4137,"THE AMBASSADOR GRILL AND LOUNGE"," 1UNITED NATIONS PLAZA",MANHATTAN,10017,FALSE
4138,"SETTE MEZZO"," 969LEXINGTON AVENUE",MANHATTAN,10021,FALSE
4139,"SONNIER & CASTLE"," 554WEST   48 STREET",MANHATTAN,10036,FALSE
4140,"NEW MAY MAY KITCHEN"," 181CLINTON STREET",MANHATTAN,10002,FALSE
4141,HANJAN," 36WEST   26 STREET",MANHATTAN,10010,FALSE
4142,"A CANAAN SUSHI"," 154W 29TH ST",MANHATTAN,10001,FALSE
4143,"L'AILE OU LA CUISSE (L'A.O.C)"," 314BLEECKER ST",MANHATTAN,10014,FALSE
4144,"GRAMERCY  ALE HOUSE"," 2723 AVENUE",MANHATTAN,10010,FALSE
4145,"THE VILLAGE TAVERN"," 46BEDFORD STREET",MANHATTAN,10014,FALSE
4146,"OTTO ENOTECA PIZZERIA"," 15 AVENUE",MANHATTAN,10003,FALSE
4147,"Angus Club Steakhouse"," 135E 55TH ST",MANHATTAN,10022,FALSE
4148,"STAGE STAR DELI"," 105WEST 55 STREET",MANHATTAN,10019,FALSE
4149,"GIMME COFFEE"," 228MOTT STREET",MANHATTAN,10012,FALSE
4150,"LARRY FLYNT'S HUSTLER CLUB"," 639641WEST   51 STREET",MANHATTAN,10019,FALSE
4151,POMODORO," 5189 AVENUE",MANHATTAN,10018,FALSE
4152,"AINSWORTH PARK"," 111EAST   18 STREET",MANHATTAN,10003,FALSE
4153,"LE RIVAGE"," 340WEST   46 STREET",MANHATTAN,10036,FALSE
4154,"TRATTORIA TRE COLORI"," 254WEST   47 STREET",MANHATTAN,10036,FALSE
4155,"LAHORE DELICATESSEN"," 132CROSBY STREET",MANHATTAN,10012,FALSE
4156,"TASTY DUMPLING"," 42MULBERRY ST",MANHATTAN,10013,FALSE
4157,"MI PASO CENTRO AMERICANO RESTAURANT"," 4129BROADWAY",MANHATTAN,10033,FALSE
4158,"STONE CREEK"," 140EAST   27 STREET",MANHATTAN,10016,FALSE
4159,"CAFE ESPANOL"," 172BLEECKER STREET",MANHATTAN,10012,FALSE
4160,"HOU YI HOT POT"," 92HESTER ST",MANHATTAN,10002,FALSE
4161,"EL PALACIO SEAFOOD MARKET"," 1049SAINT NICHOLAS AVE",MANHATTAN,10032,FALSE
4162,"FREDDIE & PEPPER'S PIZZA"," 303AMSTERDAM AVENUE",MANHATTAN,10023,FALSE
4163,"LIONS HEAD TAVERN"," 995AMSTERDAM AVENUE",MANHATTAN,10025,FALSE
4164,"CARROLL PLACE"," 157BLEECKER ST",MANHATTAN,10012,FALSE
4165,"WILLIAMSBURG PIZZA"," 277BROOME ST",MANHATTAN,10002,FALSE
4166,"KIABACCA PIZZA AND BEER"," 63910TH AVE",MANHATTAN,10036,FALSE
4167,"BLUE DOG CAFE"," 155W 56TH ST",MANHATTAN,10019,FALSE
4168,"SZECHUAN GARDEN"," 239W 105TH ST",MANHATTAN,10025,FALSE
4169,"WINE BAR & RISTORANTE"," 17422 AVENUE",MANHATTAN,10128,FALSE
4170,"LABELLA FERRARA"," 108MULBERRY STREET",MANHATTAN,10013,FALSE
4171,TURNTABLE," 3145 AVENUE",MANHATTAN,10001,FALSE
4172,"PETIT POULET"," 52WEST   33 STREET",MANHATTAN,10001,FALSE
4173,GYU-KAKU," 8053 AVENUE",MANHATTAN,10022,FALSE
4174,"ORIENTAL GARDEN RESTAURANT"," 14ELIZABETH STREET",MANHATTAN,10013,FALSE
4175,"FUNG TU"," 22ORCHARD ST",MANHATTAN,10002,FALSE
4176,"TIO PIO WEST"," 46WEST   36 STREET",MANHATTAN,10018,FALSE
4177,"OLIO E PIU"," 3GREENWICH AVENUE",MANHATTAN,10014,FALSE
4178,"ORIENTAL GARDEN RESTAURANT"," 14ELIZABETH STREET",MANHATTAN,10013,FALSE
4179,"MANHATTAN CENTER"," 311WEST   34 STREET",MANHATTAN,10001,FALSE
4180,"THE THREE MONKEYS"," 236WEST   54 STREET",MANHATTAN,10019,FALSE
4181,"ZIGOLINIS/LA DAMA"," 66PEARL ST",MANHATTAN,10004,FALSE
4182,"SUSHI SUSHI"," 126MACDOUGAL ST",MANHATTAN,10012,FALSE
4183,"MCQUAIDS PUBLIC HOUSE"," 58911 AVENUE",MANHATTAN,10036,FALSE
4184,"HUDSON RIVER TRADING"," 32OLD SLIP",MANHATTAN,10005,FALSE
4185,MCKEOWN'S," 13033 AVENUE",MANHATTAN,10021,FALSE
4186,"CAFE BEYOND"," 6206 AVENUE",MANHATTAN,10011,FALSE
4187,"TIME WARNER(CAFETERIA)"," 1TIME WARNER CENTER",MANHATTAN,10019,FALSE
4188,"SUSHI SUSHI"," 54TIEMANN PLACE",MANHATTAN,10027,FALSE
4189,MIKEY'S," 134LUDLOW STREET",MANHATTAN,10002,FALSE
4190,NOVECENTO," 343WEST BROADWAY",MANHATTAN,10013,FALSE
4191,"AKI SUSHI"," 212E 52ND ST",MANHATTAN,10022,FALSE
4192,"LA ISLA RESTAURANT"," 1883THIRD AVENUE",MANHATTAN,10029,FALSE
4193,"THE WATERING HOLE"," 106EAST   19 STREET",MANHATTAN,10003,FALSE
4194,RUMOURS," 9338 AVENUE",MANHATTAN,10019,FALSE
4195,"DELIGHT WONG RESTAURANT"," 300GRAND ST",MANHATTAN,10002,FALSE
4196,GLAZE," 60W 56TH ST",MANHATTAN,10019,FALSE
4197,"A1 OCHA SUSHI"," 350W 46TH ST",MANHATTAN,10036,FALSE
4198,"LE BAOBAB-GOUYGUI RESTAURANT"," 120W 116TH ST",MANHATTAN,10026,FALSE
4199,"THE GREEN TABLE(CHELSEA MARKET)"," 428WEST   16 STREET",MANHATTAN,10011,FALSE
4200,"5C CAFE & CULTURAL CENTER"," 68AVENUE C",MANHATTAN,10009,FALSE
4201,"MAISON KAYSER"," 1800BROADWAY",MANHATTAN,10019,FALSE
4202,"HAPPY HOT HUNAN RESTAURANT"," 969AMSTERDAM AVE",MANHATTAN,10025,FALSE
4203,"HUNAN HOUSE"," 40W 56TH ST",MANHATTAN,10019,FALSE
4204,"NINTH STREET ESPRESSO"," 700EAST    9 STREET",MANHATTAN,10009,FALSE
4205,"TULCINGO RESTAURANT"," 66510 AVENUE",MANHATTAN,10036,FALSE
4206,"SOFIA'S LITTLE ITALY"," 143MULBERRY STREET",MANHATTAN,10013,FALSE
4207,"MOMOFUKU NOODLE BAR"," 1711 AVENUE",MANHATTAN,10003,FALSE
4208,"XI'AN FAMOUS FOODS"," 38E 23RD ST",MANHATTAN,10010,FALSE
4209,"OLD MAN HUSTLE"," 39ESSEX ST",MANHATTAN,10002,FALSE
4210,KILO," 8579 AVENUE",MANHATTAN,10019,FALSE
4211,"$1 PIZZA $2 BEER"," 95MACDOUGAL STREET",MANHATTAN,10012,FALSE
4212,"I PIZZA NY"," 6429TH AVE",MANHATTAN,10036,FALSE
4213,"TURKISH KITCHEN"," 3863 AVENUE",MANHATTAN,10016,FALSE
4214,"MAJESTIC THEATER"," 245WEST 44 STREET",MANHATTAN,10036,FALSE
4215,"HEALTHIER CHOICES"," 21071 AVENUE",MANHATTAN,10029,FALSE
4216,STARBUCKS," 1378MADISON AVENUE",MANHATTAN,10128,FALSE
4217,"LINCOLN PLAZA CINEMAS"," 30LINCON PLAZA",MANHATTAN,10023,FALSE
4218,"RED HOUSE"," 203E 14TH ST",MANHATTAN,10003,FALSE
4219,"FUSION GRILLS"," 8753 AVENUE",MANHATTAN,10022,FALSE
4220,"VA BENE"," 1589SECOND AVENUE",MANHATTAN,10028,FALSE
4221,MCDONALD'S," 12861 AVENUE",MANHATTAN,10021,FALSE
4222,"ANTLER BEER & WINE DISPENSARY"," 123ALLEN STREET",MANHATTAN,10002,FALSE
4223,"ONE THAI CHEF"," 339WEST   44 STREET",MANHATTAN,10036,FALSE
4224,"RASPBERRY DELI & GROCERY"," 21272 AVENUE",MANHATTAN,10029,FALSE
4225,"TONNIES MINIS CUPCAKES"," 4734BROADWAY",MANHATTAN,10040,FALSE
4226,"A-JIAO SICHUAN CUISINE"," 18172ND AVE",MANHATTAN,10128,FALSE
4227,MCDONALD'S," 336EAST   23 STREET",MANHATTAN,10010,FALSE
4228,"THE RIVER CLUB"," 447EAST   52 STREET",MANHATTAN,10022,FALSE
4229,"SARAH'S ARTISANAL KITCHEN"," 270MADISON AVE",MANHATTAN,10016,FALSE
4230,"RAKU IT'S JAPANESE II"," 57WEST   76 STREET",MANHATTAN,10023,FALSE
4231,"BIG WONG RESTAURANT"," 67MOTT ST",MANHATTAN,10013,FALSE
4232,"BLAKE & TODD"," 7WEST   47 STREET",MANHATTAN,10036,FALSE
4233,"LE PAIN QUOTIDIEN"," 801BROADWAY",MANHATTAN,10003,FALSE
4235,"BON BON JUICE BAR & GRILL"," 334AUDUBON AVENUE",MANHATTAN,10033,FALSE
4236,"CAFE GITANE"," 242MOTT STREET",MANHATTAN,10012,FALSE
4237,"GUY & GALLARD 8"," 180MADISON AVENUE",MANHATTAN,10016,FALSE
4238,"XING WONG BBQ"," 89E BROADWAY",MANHATTAN,10002,FALSE
4239,"THE SPOT"," 7192ND AVE",MANHATTAN,10016,FALSE
4240,"ABACKY POTLUCK"," 253W 26TH ST",MANHATTAN,10001,FALSE
4241,"ASIAN 59"," 207E 59TH ST",MANHATTAN,10022,FALSE
4242,"HARNEY & SONS TEA"," 433BROOME STREET",MANHATTAN,10013,FALSE
4243,"SIDO FALAFEL & MORE"," 267COLUMBUS AVE",MANHATTAN,10023,FALSE
4244,VIC'S," 31GREAT JONES ST",MANHATTAN,10012,FALSE
4245,"IL CAFFE LATTE"," 189LENOX AVENUE",MANHATTAN,10026,FALSE
4246,"P & S DELI GROCERY"," 730COLUMBUS AVENUE",MANHATTAN,10025,FALSE
4247,"UMI SUSHI JAPANESE CUISINE"," 118EAST   31 STREET",MANHATTAN,10016,FALSE
4248,"LIBRETTO'S PIZZERIA"," 5463 AVENUE",MANHATTAN,10016,FALSE
4249,"SPICY VILLAGE"," 68BFORSYTH STREET",MANHATTAN,10002,FALSE
4250,"SPARKS STEAK HOUSE"," 210EAST   46 STREET",MANHATTAN,10017,FALSE
4251,"CAFE MOCHA"," 1162 AVENUE",MANHATTAN,10003,FALSE
4252,"SATURDAYS SURF"," 17PERRY STREET",MANHATTAN,10014,FALSE
4253,"DOJO RESTAURANT"," 10WEST 4 STREET",MANHATTAN,10012,FALSE
4254,BLIMPIE," 19283 AVENUE",MANHATTAN,10029,FALSE
4255,"JOEY PEPPERONI"," 4932ND AVE",MANHATTAN,10016,FALSE
4256,"SAMS FAMOUS PIZZA"," 150EAST  116 STREET",MANHATTAN,10029,FALSE
4257,ESANATION," 7509TH AVE",MANHATTAN,10019,FALSE
4258,SUBWAY," 36WEST   46 STREET",MANHATTAN,10036,FALSE
4259,"DON PEPIS DELICATESSEN"," 0AMTRAK LEVEL",MANHATTAN,10001,FALSE
4260,"BROOME STREET BAR"," 363WEST BROADWAY",MANHATTAN,10013,FALSE
4261,"FAMOUS FAMIGLIA PIZZERIA"," 26MURRAY STREET",MANHATTAN,10007,FALSE
4262,"SERAFINA AT TIME HOTEL"," 224WEST 49 STREET",MANHATTAN,10019,FALSE
4263,"NINO'S RESTAURANT"," 13541 AVENUE",MANHATTAN,10021,FALSE
4264,TOLOACHE," 166EAST   82 STREET",MANHATTAN,10028,FALSE
4265,WHITMAN'S," 406EAST    9 STREET",MANHATTAN,10009,FALSE
4266,"TASTY TASTY CHINESE"," 534E 14TH ST",MANHATTAN,10009,FALSE
4267,"CAFE LUXEMBOURG"," 200WEST   70 STREET",MANHATTAN,10023,FALSE
4268,"THE FLYING COCK PUB"," 4973RD AVE",MANHATTAN,10016,FALSE
4269,"FAT BABY"," 112RIVINGTON STREET",MANHATTAN,10002,FALSE
4270,"AL HORNO LEAN MEXICAN KITCHEN INC"," 417W 47TH ST",MANHATTAN,10036,FALSE
4271,"ABACKY POTLUCK"," 253W 26TH ST",MANHATTAN,10001,FALSE
4272,"GREEN CAFE"," 1324LEXINGTON AVENUE",MANHATTAN,10128,FALSE
4273,"THE BAR ROOM"," 117E 60TH ST",MANHATTAN,10022,FALSE
4274,"NEW SPRING BOY CHINESE RESTAURANT"," 81ALLEN STREET",MANHATTAN,10002,FALSE
4275,"CHICKPEA, RED MANGO"," 1413MADISON AVENUE",MANHATTAN,10029,FALSE
4276,"HOTEL PIERRE-MAIN KITCHEN"," 2EAST   61 STREET",MANHATTAN,10065,FALSE
4277,"NEW YORK UNIVERSITY - SNOW DINING"," 40WASHINGTON SQUARE SOUTH",MANHATTAN,10012,FALSE
